uavs,DMMP-PR-TSA,DMMP-R-RL-AC,DPSO,Greedy-Nearest,PSO
3,0.25,1.0,0.5,0.25,0.25
4,0.75,1.0,0.5,1.0,0.25
5,0.75,1.0,0.75,1.0,1.0
6,0.0,1.0,0.75,0.25,1.0
7,0.75,1.0,1.0,0.25,0.5
8,1.0,1.0,0.75,0.25,1.0
9,0.5,1.0,0.75,1.0,1.0
10,0.75,1.0,1.0,1.0,1.0
11,1.0,1.0,1.0,1.0,1.0
12,1.0,1.0,1.0,0.25,1.0
13,0.75,1.0,1.0,1.0,1.0
14,1.0,1.0,1.0,1.0,1.0
15,1.0,1.0,1.0,0.25,1.0
16,0.75,1.0,1.0,1.0,1.0
17,1.0,1.0,1.0,1.0,1.0
18,0.75,1.0,1.0,0.25,1.0
19,1.0,1.0,1.0,1.0,1.0
20,1.0,1.0,1.0,0.25,1.0
