tasks,DMMP-PR-TSA,DMMP-R-RL-AC,DPSO,Greedy-Nearest,PSO
10,1.0,1.0,1.0,1.0,1.0
20,0.75,1.0,1.0,1.0,1.0
30,1.0,1.0,1.0,1.0,1.0
40,0.75,1.0,1.0,1.0,1.0
50,0.75,1.0,0.75,1.0,1.0
60,0.6,1.0,0.4,1.0,0.2
70,0.4,0.8,0.8,1.0,0.4
80,0.5714285714285714,1.0,0.5714285714285714,1.0,0.2857142857142857
90,0.5,0.875,0.5,1.0,0.75
100,0.6666666666666666,1.0,0.3333333333333333,1.0,0.6666666666666666
