uavs,DMMP-PR-TSA,DMMP-R-RL-AC,DPSO,Greedy-Nearest,PSO
3,0.275603000074625,39.9890052000992,36.60891310009174,0.008379600010812283,10.268264699960127
4,0.4861862000543624,31.9888228001073,25.5109272999689,0.006027400027960539,8.08979419991374
5,0.5099750000517815,47.93925779988058,33.02963860007003,0.010255200089886785,12.475628700107336
6,0.36959210014902055,48.611111499834806,35.486847599968314,0.01033689989708364,13.30415129987523
7,0.3896373000461608,39.38820909988135,34.87036960013211,0.00966760003939271,14.187873400049284
8,0.56934479996562,45.3086808999069,40.130017099902034,0.008428000146523118,14.18148749996908
9,0.41910749999806285,46.68212269991636,37.32503810012713,0.010519899893552065,14.256332300137728
10,0.42350700008682907,32.02295159990899,41.98575300001539,0.010490000015124679,15.312742099864408
11,1.0148527999408543,45.40027040010318,41.63620839989744,0.011360100004822016,15.500685299979523
12,0.9382728999480605,28.06315669999458,41.82853910000995,0.011335499817505479,18.35063760005869
13,0.440817299997434,71.3239674998913,43.58188410010189,0.012252300046384335,18.85032629990019
14,0.551416200120002,60.5576080000028,40.66679049981758,0.012141000013798475,17.645637100096792
15,0.6331911000888795,62.559308800147846,43.14208999997936,0.011432099854573607,16.947183500044048
16,0.5462593000847846,34.89935180009343,45.33716470003128,0.010682400083169341,18.359017399838194
17,0.5400751999113709,37.119284900138155,49.57944420003332,0.013865499990060925,21.942808100022376
18,0.6315637000370771,27.190124799963087,45.35697990003973,0.011749600060284138,20.56355269998312
19,0.5214629999827594,34.31665220018476,47.309615299804136,0.012423999840393662,20.912899000104517
20,0.4797679001931101,14.460311000002548,50.50577750010416,0.013574999989941716,21.39207910001278
