tasks,DMMP-PR-TSA,DMMP-R-RL-AC,DPSO,Greedy-Nearest,PSO
10,1.0,1.0,1.0,0.9,1.0
20,0.7,0.95,1.0,0.9,1.0
30,0.9,0.9666666666666667,1.0,0.7333333333333333,0.9
40,0.55,0.825,0.725,0.675,0.625
50,0.6,0.76,0.58,0.62,0.54
60,0.4,0.7333333333333333,0.45,0.6,0.5166666666666667
70,0.37142857142857144,0.6,0.42857142857142855,0.5714285714285714,0.42857142857142855
80,0.35,0.5375,0.325,0.4875,0.4
90,0.3,0.5111111111111111,0.3111111111111111,0.45555555555555555,0.3111111111111111
100,0.31,0.49,0.28,0.39,0.31
