uavs,DMMP-PR-TSA,DMMP-R-RL-AC,DPSO,Greedy-Nearest,PSO
3,0.27090250002220273,20.81463439995423,24.110940600046888,0.006194599904119968,6.655771299963817
4,0.3836236000061035,33.840408199932426,36.66560079995543,0.007540500024333596,8.519954100018367
5,1.0588566998485476,66.74348960001953,28.72415230004117,0.015349599998444319,16.068524500122294
6,0.35848110006190836,16.415439600124955,27.04835689999163,0.008894500089809299,9.293365499936044
7,0.5925666000694036,20.326758300187066,26.407136499881744,0.01048820000141859,9.583139900118113
8,0.7192772999405861,24.064829000039026,25.446965399896726,0.007861899910494685,10.750119100091979
9,0.6487941998057067,15.728645300026983,26.91145949997008,0.007938499795272946,11.157953300047666
10,1.0060229999944568,20.044167699990794,26.594225599896163,0.00777560006827116,10.296701000072062
11,0.4623372999485582,14.259872899856418,26.34540669992566,0.006230199942365289,11.672119700117037
12,0.8414198001846671,17.317577000008896,31.97120719985105,0.010790199972689152,12.915981899946928
13,0.4009802001528442,16.321206300053746,31.53153629996814,0.011835899902507663,13.660776300122961
14,0.3301327000372112,12.655138799920678,33.25106950011104,0.012693900149315596,12.272839399985969
15,0.42299839993938804,11.161545400042087,32.56801120005548,0.020563700003549457,13.886533099925146
16,0.33077050000429153,6.936355700017884,31.954988299869,0.013235999969765544,14.083747299853712
17,1.2309079999104142,9.666277199983597,35.719312499975786,0.01110589993186295,15.343996699899435
18,0.6185943000018597,5.607732699951157,34.11000069999136,0.013757100095972419,15.44338579988107
19,0.337717599933967,8.213170999893919,36.18387720012106,0.014513100031763315,16.252500500064343
20,0.522437300067395,9.189932300010696,34.87071059993468,0.015528399962931871,16.33913529990241
