uavs,DMMP-PR-TSA,DMMP-R-RL-AC,DPSO,Greedy-Nearest,PSO
3,0.5,0.7,0.5,0.4,0.55
4,0.5,0.8,0.55,0.15,0.55
5,0.8,1.0,0.75,0.5,0.65
6,0.75,0.8,0.55,0.15,0.7
7,0.85,0.95,0.9,0.15,0.75
8,0.7,1.0,0.85,0.15,0.75
9,0.85,0.95,0.9,0.15,0.95
10,0.95,1.0,1.0,0.75,1.0
11,0.75,1.0,1.0,0.2,1.0
12,0.95,1.0,1.0,0.7,1.0
13,0.95,1.0,1.0,0.7,1.0
14,1.0,1.0,1.0,0.7,1.0
15,0.9,1.0,1.0,0.7,1.0
16,1.0,1.0,1.0,0.75,1.0
17,1.0,1.0,1.0,0.85,1.0
18,1.0,1.0,1.0,0.45,1.0
19,1.0,1.0,1.0,0.8,0.95
20,1.0,1.0,1.0,0.25,1.0
