tasks,DMMP-PR-TSA,DMMP-R-RL-AC,DPSO,Greedy-Nearest,PSO
30,0.8666666666666667,1.0,1.0,1.0,0.9
40,0.75,0.875,0.6,0.85,0.675
50,0.7,0.78,0.52,0.74,0.58
60,0.5666666666666667,0.65,0.43333333333333335,0.7166666666666667,0.5
70,0.5714285714285714,0.5857142857142857,0.4142857142857143,0.6142857142857143,0.45714285714285713
80,0.525,0.525,0.3125,0.5375,0.3375
90,0.4222222222222222,0.4444444444444444,0.3111111111111111,0.45555555555555555,0.3333333333333333
100,0.38,0.4,0.25,0.42,0.27
