algorithm,uavs,num_tasks,num_uavs,completion_rate,high_priority_completion_rate,runtime
DMMP-PR-TSA,3,30,3,0.7,1.0,0.2242289000423625
DMMP-R-RL-AC,3,30,3,0.7,1.0,0.22781419998500496
Greedy-Nearest,3,30,3,0.7666666666666667,0.42857142857142855,0.006604599999263883
PSO,3,30,3,0.6,0.8571428571428571,8.128804399981163
DPSO,3,30,3,0.5666666666666667,0.8571428571428571,22.196689100004733
